generator,grid,rep,seed,size,member,n_starts_pipeline,n_starts_strong,n_train_concepts,n_test_concepts,pipeline_loglik,strong_loglik,gap,miss,pipeline_converged,pipeline_n_converged,strong_n_converged,starts_at_best,pipeline_heldout,strong_heldout,n_heldout_trials,seconds_pipeline,seconds_strong,pipeline_source,strong_source,strong_batch,challenge_is_skew,n_archived,pipeline_theta,strong_theta
M2B,{},4,500004,inner,M3,4,84,38,14,-7341.029325963343,-7341.028646533578,0.0006794297651140369,0,1,4,84,84,-2738.914802027964,-2738.914889582415,2352,1.0,19.7,cold,challenge,challenge,0,84,"[1.999583, 28793.079781, -0.9545, -2.352489, 3.390866, 0.87361, 0.764132]","[1.999738, 48281.880757, -0.954489, -2.352296, 3.390708, 0.873597, 0.764123]"
M2B,{},4,500004,inner,M3H,4,84,38,14,-7401.6520628450035,-7401.652062594612,2.5039116735570133e-07,0,1,4,84,84,-2763.5107953035954,-2763.511045682337,2352,84.4,1745.1,cold,extra,extra,0,84,"[-0.892254, -18.834631, 0.639154, 2.887958, 0.874169, 2.527823, -0.287047, -20.518396]","[-0.892251, -19.715418, 0.639153, 2.888079, 0.874161, 2.527824, -0.287047, -17.18901]"
M2B,{},4,500004,inner,M3L,4,84,38,14,-7401.6520633909495,-7401.652062427346,9.63603270065505e-07,0,1,4,84,84,-2763.510298017584,-2763.5109407077266,2352,0.7,14.1,cold,extra,extra,0,84,"[-0.89225, -17.94229, 0.63915, 2.888003, 0.874191, 2.527836, -0.287047, -4.683872]","[-0.892252, -20.722506, 0.639156, 2.887998, 0.874161, 2.527825, -0.287049, -5.039146]"
M2B,{},4,500004,inner,M3V,4,84,38,14,-7248.857446655218,-7248.857446282007,3.732111508725211e-07,0,1,4,84,84,-2697.618626477471,-2697.6186684012355,2352,0.5,9.9,cold,challenge,challenge,0,84,"[-0.905325, -19.662267, 0.650116, 3.140123, 0.776786, 2.441539, -0.608589, -0.238564]","[-0.905327, -20.537378, 0.650114, 3.140138, 0.776794, 2.441517, -0.608587, -0.238559]"
M2B,{},4,500004,outer,M2B,8,88,52,12,-9798.679967412067,-9798.679967412067,0.0,0,1,8,88,87,-2200.336118234014,-2200.336118234014,2016,0.3,3.5,cold,cold,cold:pipeline,0,88,"[3.019617, 1.412951, 2.036689, 0.163009, 0.755446, 0.999625]","[3.019617, 1.412951, 2.036689, 0.163009, 0.755446, 0.999625]"
M2B,{},4,500004,outer,M2H,8,88,52,12,-9798.679968303433,-9798.679967745913,5.57520252186805e-07,0,1,8,88,87,-2200.336078015076,-2200.3356748328542,2016,116.6,1242.7,cold,challenge,challenge,0,88,"[3.019621, 1.412986, 2.036679, 0.163008, 0.755448, 0.999623, -9.834048]","[3.019618, 1.412972, 2.03669, -0.163009, -0.755446, 0.999629, -10.817631]"
M2B,{},4,500004,outer,M2K,8,88,52,12,-9798.469489585423,-9798.469489582614,2.8085196390748024e-09,0,1,8,88,86,-2200.1004815855595,-2200.1004267222816,2016,1.5,14.3,cold,extra,extra,1,88,"[3.026457, 1.413322, 2.195582, 0.166365, 0.755529, 1.337466, -0.426842, -0.039678]","[3.026456, 1.413322, 2.195587, 0.166365, 0.755529, 1.337471, -0.426845, -0.039681]"
M2B,{},4,500004,outer,M2S,8,88,52,12,-9798.67996813931,-9798.679967909306,2.3000393412075937e-07,0,1,8,88,86,-2200.335719419687,-2200.3366659368376,2016,70.3,684.1,cold,extra,extra,0,88,"[3.01961, 1.41297, 2.036678, 0.163009, 0.755446, 0.999618, -10.917439]","[3.01962, 1.412944, 2.036685, 0.163011, 0.755447, 0.999623, -11.191772]"
M2B,{},4,500004,outer,M3,8,88,52,12,-10079.06109607868,-10079.060591208716,0.0005048699640610721,0,1,8,88,88,-2270.9753003484293,-2270.9778776078174,2016,2.6,26.2,cold,extra,extra,0,88,"[1.999726, 44884.168577, -0.965947, -2.388098, 3.432407, 0.884532, 0.767053]","[1.999783, 57870.803084, -0.965943, -2.388249, 3.432621, 0.884524, 0.767053]"
M2B,{},4,500004,outer,M3H,8,88,52,12,-10163.762525590057,-10149.401528272181,14.360997317875444,1,1,8,88,1,-2291.007938145927,-2287.005456322092,2016,245.1,2641.3,cold,challenge,challenge,0,88,"[-0.898916, -18.910593, 0.641905, 2.810184, 0.940039, 2.551102, -0.28377, -16.944042]","[-0.865474, -93.152296, 0.616852, 114.749738, 1.266565, 2.974209, -0.261763, -165.005979]"
M2B,{},4,500004,outer,M3L,8,88,52,12,-10163.762525295864,-10147.224672784787,16.53785251107729,1,1,8,88,1,-2291.008291384527,-2286.3096444301686,2016,1.7,18.4,cold,extra,extra,0,88,"[-0.898913, -18.954781, 0.641903, 2.810046, 0.940066, 2.551116, -0.28377, -4.845376]","[-0.869295, -3805.233122, 0.620588, 6512.928248, 1.28588, 2.999443, -0.259603, -320.048329]"
M2B,{},4,500004,outer,M3V,8,88,52,12,-9944.999138978279,-9944.99913808328,8.949991752160713e-07,0,1,8,88,88,-2239.086521511144,-2239.0860076850267,2016,1.4,14.5,cold,extra,extra,0,88,"[-0.91254, -18.40105, 0.653058, 3.070146, 0.826946, 2.463167, -0.610296, -0.231712]","[-0.912543, -26.713526, 0.65306, 3.070211, 0.826938, 2.463157, -0.610299, -0.231713]"
M2B,{},5,500005,inner,M2B,4,84,38,14,-7194.096143122744,-7194.096143122716,2.8194335754960775e-11,0,1,4,84,80,-2603.948999005238,-2603.9490005350845,2352,0.1,3.1,cold,extra,extra,0,84,"[2.985441, 1.543572, 2.015748, 0.161264, 0.759059, 0.985844]","[2.985441, 1.543572, 2.015748, 0.161264, 0.759059, 0.985844]"
M2B,{},5,500005,inner,M2H,4,84,38,14,-7194.09614407206,-7194.096143525763,5.462970875669271e-07,0,1,4,84,82,-2603.9488154064575,-2603.9487391314606,2352,45.8,1074.8,cold,challenge,challenge,0,84,"[2.985443, 1.543552, 2.015762, 0.161263, 0.759058, 0.985846, -9.702332]","[2.98544, 1.543563, 2.015748, -0.161264, -0.759058, 0.985843, -10.005884]"
M2B,{},5,500005,inner,M2K,4,84,38,14,-7193.179118725113,-7193.179118686736,3.837703843601048e-08,0,1,4,84,83,-2604.5472904894978,-2604.547298420651,2352,0.6,14.2,cold,extra,extra,1,84,"[2.925786, 1.533452, 1.684008, 0.155959, 0.765572, 0.928782, -0.305089, 0.418553]","[2.925786, 1.533446, 1.68401, 0.155957, 0.765573, 0.928786, -0.305099, 0.41856]"
M2B,{},5,500005,inner,M2S,4,84,38,14,-7194.096144597172,-7194.0961434888595,1.108312062569894e-06,0,1,4,84,84,-2603.948421077277,-2603.9489402643176,2352,36.6,648.4,cold,challenge,challenge,0,84,"[2.985442, 1.543589, 2.015734, 0.161261, 0.759054, 0.985847, -8.952915]","[2.985445, 1.543565, 2.015747, 0.161264, 0.759058, 0.985844, -9.292572]"
M2B,{},5,500005,inner,M3,4,84,38,14,-7389.418985074579,-7389.418671385485,0.00031368909367301967,0,1,4,84,62,-2673.0631378337835,-2673.0655523361406,2352,1.3,19.8,cold,extra,extra,0,84,"[1.999668, 37664.424373, -0.970216, -2.43211, 3.474759, 0.918036, 0.769937]","[1.999749, 51060.859453, -0.970213, -2.43209, 3.474767, 0.91804, 0.769936]"
M2B,{},5,500005,inner,M3H,4,84,38,14,-7430.855602980758,-7430.855602070114,9.106433935812674e-07,0,1,4,84,84,-2703.066563711602,-2703.066775074523,2352,111.5,2234.8,cold,extra,extra,0,84,"[-0.907408, -17.618753, 0.648433, 2.773407, 0.999428, 2.558033, -0.285555, -13.375717]","[-0.907406, -18.680885, 0.648433, 2.773525, 0.999385, 2.558026, -0.28555, -15.621071]"
M2B,{},5,500005,inner,M3L,4,84,38,14,-7430.8556018254785,-7430.8556018254785,0.0,0,1,4,84,84,-2703.0673979561225,-2703.0673979561225,2352,0.9,17.2,cold,cold,cold:pipeline,0,84,"[-0.907407, -19.479065, 0.648435, 2.773576, 0.999392, 2.558035, -0.285549, -6.0315]","[-0.907407, -19.479065, 0.648435, 2.773576, 0.999392, 2.558035, -0.285549, -6.0315]"
M2B,{},5,500005,inner,M3V,4,84,38,14,-7268.97247064791,-7268.972470248638,3.992718120571226e-07,0,1,4,84,84,-2653.4592319061207,-2653.4582759733084,2352,0.6,11.9,cold,extra,extra,0,84,"[-0.918385, -18.04704, 0.663362, 3.175852, 0.843311, 2.485928, -0.609287, -0.230064]","[-0.918388, -20.725566, 0.663373, 3.175812, 0.843257, 2.485915, -0.609289, -0.230064]"
M2B,{},5,500005,outer,M2B,8,88,52,12,-9796.112287191514,-9796.112287191068,4.4565240386873484e-10,0,1,8,88,87,-2259.502298025999,-2259.5023056618816,2016,0.3,3.6,cold,extra,extra,0,88,"[2.961735, 1.447641, 2.044966, 0.158533, 0.754031, 0.994382]","[2.961734, 1.447641, 2.044966, 0.158533, 0.754031, 0.994382]"
M2B,{},5,500005,outer,M2H,8,88,52,12,-9796.112287744561,-9796.112287444605,2.9995680961292237e-07,0,1,8,88,87,-2259.5022310714876,-2259.502248959679,2016,140.4,1409.1,cold,challenge,challenge,0,88,"[2.961733, 1.44765, 2.044966, 0.158531, 0.75403, 0.994383, -10.036299]","[2.961736, 1.447646, 2.044965, 0.158533, 0.754032, 0.994382, -10.556917]"
M2B,{},5,500005,outer,M2K,8,88,52,12,-9795.542172210808,-9795.542172100179,1.1062911653425545e-07,0,1,8,88,86,-2259.312935192304,-2259.313026386644,2016,1.9,21.4,cold,extra,extra,1,88,"[2.909696, 1.440919, 1.792793, 0.150267, 0.75593, 0.995808, -0.318387, 0.321049]","[2.909702, 1.440896, 1.792817, 0.150273, 0.755927, 0.995802, -0.318338, 0.321013]"
M2B,{},5,500005,outer,M2S,8,88,52,12,-9796.05697846139,-9796.05697842926,3.213062882423401e-08,0,1,8,88,86,-2259.2773394995857,-2259.277227961024,2016,59.1,646.4,cold,extra,extra,0,88,"[2.961455, 1.447444, 2.045017, 0.158593, 0.753889, 0.994366, -4.266889]","[2.961456, 1.447452, 2.045018, 0.158592, 0.753889, 0.994368, -4.266798]"
M2B,{},5,500005,outer,M3,8,88,52,12,-10061.272483264862,-10061.271938232398,0.0005450324642879423,0,1,8,88,88,-2319.1164687517366,-2319.1159469696067,2016,3.6,32.8,cold,extra,extra,0,88,"[1.999663, 37077.528916, -0.975945, -2.379763, 3.42377, 0.907934, 0.765495]","[1.999753, 51916.91782, -0.975945, -2.379647, 3.42369, 0.907893, 0.765491]"
M2B,{},5,500005,outer,M3H,8,88,52,12,-10132.066557346956,-10132.066556492166,8.547904144506902e-07,0,1,8,88,88,-2330.471641146906,-2330.471350412899,2016,301.3,3140.6,cold,extra,extra,0,88,"[-0.915631, -18.007388, 0.650362, 2.383022, 1.009741, 2.508961, -0.295546, -17.281006]","[-0.915633, -19.050292, 0.650363, 2.382954, 1.009757, 2.508966, -0.295546, -22.993272]"
M2B,{},5,500005,outer,M3L,8,88,52,12,-10132.066556922073,-10132.066556086163,8.359093044418842e-07,0,1,8,88,88,-2330.470972043736,-2330.4712854899217,2016,2.2,21.9,cold,extra,extra,0,88,"[-0.915634, -18.390401, 0.650363, 2.382834, 1.009775, 2.508964, -0.295546, -5.113297]","[-0.915633, -20.521517, 0.650364, 2.382957, 1.00976, 2.508966, -0.295547, -5.408197]"
M2B,{},5,500005,outer,M3V,8,88,52,12,-9919.488245366298,-9919.488244976037,3.902605385519564e-07,0,1,8,88,88,-2285.350865470905,-2285.3507551224275,2016,1.7,17.1,cold,extra,extra,0,88,"[-0.93051, -18.571093, 0.667592, 2.880324, 0.823106, 2.417792, -0.620508, -0.242477]","[-0.930507, -19.265113, 0.667587, 2.88037, 0.823126, 2.417795, -0.620508, -0.242476]"
M2H,"{""tau"": 0.0}",0,500000,inner,M2B,4,84,38,14,-7046.43230503709,-7046.4323050365965,4.938556230627e-10,0,1,4,84,84,-2661.576559867881,-2661.576526357422,2352,0.4,2.4,cold,extra,extra,,,"[2.923155, 1.552644, 2.018039, 0.154141, 0.738812, 0.986357]","[2.923155, 1.552643, 2.018039, 0.154141, 0.738812, 0.986357]"
M2H,"{""tau"": 0.0}",0,500000,inner,M2H,4,84,38,14,-7046.332756999331,-7046.332756998822,5.084075382910669e-10,0,1,4,84,84,-2660.993187149079,-2660.9932415497055,2352,34.0,634.0,cold,extra,extra,,,"[2.923569, 1.552944, 2.01839, 0.154068, 0.738581, 0.986621, -3.077325]","[2.923569, 1.552945, 2.01839, 0.154068, 0.738581, 0.98662, -3.077343]"
M2H,"{""tau"": 0.0}",0,500000,inner,M2K,4,84,38,14,-7046.25407174204,-7046.254071736114,5.9253579820506275e-09,0,1,4,84,82,-2661.2921572419827,-2661.2920126155163,2352,1.1,12.1,cold,extra,extra,,,"[2.918501, 1.552412, 1.861664, 0.18541, 0.836052, 0.640198, 0.480593, 0.046277]","[2.918504, 1.552414, 1.861683, 0.185404, 0.836044, 0.64022, 0.480565, 0.046262]"
M2H,"{""tau"": 0.0}",0,500000,inner,M2S,4,84,38,14,-7046.432305843435,-7046.432305209342,6.340924301184714e-07,0,1,4,84,84,-2661.576118918218,-2661.5766034523394,2352,29.2,512.0,cold,extra,extra,,,"[2.923161, 1.552612, 2.018049, 0.154141, 0.738812, 0.986363, -10.933381]","[2.923151, 1.552627, 2.018043, 0.154142, 0.738813, 0.986356, -12.138368]"
M2H,"{""tau"": 0.0}",0,500000,inner,M3,4,84,38,14,-7241.3047406881315,-7241.304109787467,0.0006309006648734794,0,1,4,84,84,-2718.6659968653175,-2718.6561770594617,2352,1.1,17.1,cold,extra,extra,,,"[1.999645, 34071.293853, -0.96658, -2.373773, 3.392911, 0.99783, 0.752278]","[1.999762, 53107.004377, -0.966594, -2.37377, 3.392982, 0.997767, 0.752279]"
M2H,"{""tau"": 0.0}",0,500000,inner,M3H,4,84,38,14,-7287.432348344425,-7287.3202240226365,0.11212432178854215,0,1,4,84,76,-2730.1009408993827,-2729.5837931080277,2352,76.4,1408.0,cold,challenge,challenge,,,"[-0.867473, -77.490372, 0.616366, 283.789887, 1.515589, 2.977771, -0.27851, -172.883379]","[-0.866469, -93.963307, 0.616486, 380.101653, 1.499088, 2.982558, -0.277557, -159.755323]"
M2H,"{""tau"": 0.0}",0,500000,inner,M3L,4,84,38,14,-7287.146580007649,-7287.14623114323,0.0003488644197204849,0,1,4,84,75,-2728.7039319660635,-2728.6979195266745,2352,1.3,18.9,cold,extra,extra,,,"[-0.865538, -9819.753497, 0.617653, 32189.109692, 1.511535, 2.999588, -0.277463, -1131.268201]","[-0.865492, -12507.554142, 0.617636, 51730.322229, 1.511586, 2.999723, -0.277465, -1186.241991]"
M2H,"{""tau"": 0.0}",0,500000,inner,M3V,4,84,38,14,-7152.698313768806,-7152.698313768806,0.0,0,1,4,84,84,-2684.9124070231205,-2684.9124070231205,2352,0.8,9.1,cold,cold,cold:pipeline,,,"[-0.91006, -21.572331, 0.64496, 3.56385, 0.912103, 2.433495, -0.612648, -0.253474]","[-0.91006, -21.572331, 0.64496, 3.56385, 0.912103, 2.433495, -0.612648, -0.253474]"
M2H,"{""tau"": 0.0}",0,500000,outer,M2B,8,88,52,12,-9705.732359687769,-9705.732359687701,6.730260793119669e-11,0,1,8,88,88,-2317.3318648816503,-2317.331858694865,2016,0.8,2.1,cold,extra,extra,,,"[2.968051, 1.518335, 2.027496, 0.15106, 0.744337, 0.997473]","[2.968052, 1.518335, 2.027496, 0.15106, 0.744337, 0.997473]"
M2H,"{""tau"": 0.0}",0,500000,outer,M2H,8,88,52,12,-9704.822261997919,-9704.822261997662,2.5647750589996576e-10,0,1,8,87,86,-2317.125934480838,-2317.125933199128,2016,94.3,957.0,cold,extra,extra,,,"[2.969085, 1.52476, 2.026825, 0.150848, 0.743688, 0.997525, -2.545937]","[2.969086, 1.524761, 2.026824, 0.150848, 0.743688, 0.997525, -2.545936]"
M2H,"{""tau"": 0.0}",0,500000,outer,M2K,8,88,52,12,-9705.145937564728,-9705.145937518631,4.6096829464659095e-08,0,1,8,88,57,-2317.8308244430937,-2317.8304983264875,2016,1.9,17.9,cold,extra,extra,,,"[2.959416, 1.516915, 1.793529, 0.206075, 0.861174, 0.587801, 0.539849, 0.127154]","[2.959415, 1.516905, 1.793529, 0.206074, 0.861162, 0.587821, 0.539808, 0.127164]"
M2H,"{""tau"": 0.0}",0,500000,outer,M2S,8,88,52,12,-9705.73236082927,-9705.732360178337,6.509326340164989e-07,0,1,8,88,85,-2317.331998939334,-2317.3318520223115,2016,76.7,789.3,cold,extra,extra,,,"[2.968039, 1.518345, 2.027487, 0.151061, 0.744336, 0.997467, -10.688005]","[2.968052, 1.518336, 2.027496, 0.151059, 0.744337, 0.997473, -11.089473]"
M2H,"{""tau"": 0.0}",0,500000,outer,M3,8,88,52,12,-9957.919937940107,-9957.919887982596,4.9957510782405734e-05,0,1,8,88,88,-2373.3315119212843,-2373.333826531834,2016,2.9,23.5,cold,challenge,challenge,,,"[1.999749, 48709.590813, -0.963428, -2.413097, 3.449753, 0.955842, 0.756488]","[1.999753, 49796.685826, -0.963433, -2.413253, 3.44993, 0.955858, -0.75649]"
M2H,"{""tau"": 0.0}",0,500000,outer,M3H,8,88,52,12,-10016.533112515906,-10015.710352394442,0.8227601214639435,1,1,8,88,8,-2388.6432693229385,-2389.6107319436674,2016,267.5,2560.8,cold,challenge,challenge,,,"[-0.867094, -159.12801, 0.62252, 162.403824, 1.380475, 2.977167, -0.273587, -151.183327]","[-0.871933, -117.408006, 0.625672, 419.612362, 1.407609, 2.989679, -0.273542, -176.201787]"
M2H,"{""tau"": 0.0}",0,500000,outer,M3L,8,88,52,12,-10015.16538414033,-10015.162567826705,0.0028163136248622322,0,1,8,88,21,-2390.124374261325,-2390.154209328201,2016,2.4,21.3,cold,extra,extra,,,"[-0.871047, -3188.660583, 0.623395, 12335.186239, 1.440809, 2.999554, -0.272846, -366.878811]","[-0.871143, -8998.656575, 0.623408, 14320.720196, 1.442276, 2.999615, -0.272933, -1615.030066]"
M2H,"{""tau"": 0.0}",0,500000,outer,M3V,8,88,52,12,-9835.428029307634,-9835.428029307634,0.0,0,1,8,88,88,-2338.772485130496,-2338.772485130496,2016,1.7,13.3,cold,cold,cold:pipeline,,,"[-0.908057, -19.382799, 0.650792, 3.3109, 0.904589, 2.47545, -0.606108, -0.250938]","[-0.908057, -19.382799, 0.650792, 3.3109, 0.904589, 2.47545, -0.606108, -0.250938]"
M2H,"{""tau"": 0.0}",1,500001,inner,M2B,4,84,38,14,-7203.854899576378,-7203.854899576261,1.1641532182693481e-10,0,1,4,84,83,-2609.1176472303937,-2609.117649747544,2352,0.1,2.2,cold,extra,extra,,,"[3.033959, 1.412983, 2.008792, 0.168297, 0.760644, 0.990961]","[3.033959, 1.412984, 2.008792, 0.168297, 0.760644, 0.990961]"
M2H,"{""tau"": 0.0}",1,500001,inner,M2H,4,84,38,14,-7203.854900235896,-7203.854899742422,4.934736352879554e-07,0,1,4,84,79,-2609.117546350423,-2609.1179034566107,2352,37.9,839.5,cold,extra,extra,,,"[3.033964, 1.41298, 2.008797, 0.168297, 0.760644, 0.990964, -9.947042]","[3.033964, 1.412986, 2.00879, 0.168297, 0.760644, 0.990961, -10.951773]"
M2H,"{""tau"": 0.0}",1,500001,inner,M2K,4,84,38,14,-7203.121911167926,-7203.121911134909,3.301647666376084e-08,0,1,4,84,79,-2608.448926059971,-2608.4493393335893,2352,0.5,9.8,cold,extra,extra,,,"[3.088707, 1.409806, 2.187908, 0.123143, 0.834011, 0.856353, 0.392817, -0.247174]","[3.088714, 1.409803, 2.187913, 0.123145, 0.834006, 0.856368, 0.3928, -0.247171]"
M2H,"{""tau"": 0.0}",1,500001,inner,M2S,4,84,38,14,-7203.854900546941,-7203.854899799306,7.476355676772073e-07,0,1,4,84,84,-2609.117427957021,-2609.1169822444062,2352,22.0,462.6,cold,extra,extra,,,"[3.033959, 1.413011, 2.008784, 0.168297, 0.760644, 0.990959, -10.644328]","[3.033952, 1.412988, 2.008793, 0.168296, 0.760643, 0.99096, -11.722561]"
M2H,"{""tau"": 0.0}",1,500001,inner,M3,4,84,38,14,-7413.11326662369,-7413.11215249761,0.0011141260802105535,0,1,4,84,75,-2662.966425226468,-2662.9689033390496,2352,0.8,16.4,cold,challenge,challenge,,,"[1.999619, 30859.486384, -0.95089, -2.358381, 3.394808, 0.875947, 0.772791]","[1.999769, 53908.842654, -0.950878, -2.357944, 3.394309, 0.875976, 0.77279]"
M2H,"{""tau"": 0.0}",1,500001,inner,M3H,4,84,38,14,-7462.031346155782,-7459.650832950165,2.3805132056168077,1,1,4,84,1,-2688.376571902179,-2687.015831158935,2352,80.1,1646.5,cold,extra,extra,,,"[-0.888612, -18.538978, 0.631337, 2.647112, 0.953169, 2.548296, -0.280633, -21.954242]","[-0.85268, -91.333873, 0.606602, 339.113667, 1.30753, 2.992562, -0.255496, -161.319066]"
M2H,"{""tau"": 0.0}",1,500001,inner,M3L,4,84,38,14,-7462.03134573958,-7462.0313455785945,1.6098510968731716e-07,0,1,4,84,84,-2688.376235976232,-2688.3769158882023,2352,0.6,12.7,cold,extra,extra,,,"[-0.8886, -18.64785, 0.631326, 2.647147, 0.953209, 2.548295, -0.280634, -4.71408]","[-0.888603, -19.133917, 0.63133, 2.647066, 0.953205, 2.548299, -0.28063, -4.92868]"
M2H,"{""tau"": 0.0}",1,500001,inner,M3V,4,84,38,14,-7297.028497350933,-7297.028497177011,1.7392267182003707e-07,0,1,4,84,84,-2645.0117013417307,-2645.0119700875152,2352,0.5,9.2,cold,extra,extra,,,"[-0.906525, -18.802399, 0.645784, 2.823384, 0.825777, 2.447922, -0.616965, -0.227162]","[-0.906519, -21.90512, 0.645779, 2.823475, 0.825809, 2.44794, -0.616956, -0.227159]"
M2H,"{""tau"": 0.0}",1,500001,outer,M2B,8,88,52,12,-9810.859121463494,-9810.859121463473,2.1827872842550278e-11,0,1,8,88,86,-2233.2757894188244,-2233.275785643511,2016,0.3,3.5,cold,extra,extra,,,"[3.003219, 1.431016, 2.028351, 0.158782, 0.754707, 0.998925]","[3.003219, 1.431016, 2.028351, 0.158782, 0.754707, 0.998925]"
M2H,"{""tau"": 0.0}",1,500001,outer,M2H,8,88,52,12,-9810.859122423895,-9810.859122088239,3.3565629564691335e-07,0,1,8,88,86,-2233.2754107890596,-2233.275793238026,2016,112.6,1220.8,cold,extra,extra,,,"[3.00321, 1.431, 2.028361, 0.158781, 0.754706, 0.998928, -9.867742]","[3.003217, 1.431012, 2.028353, 0.158782, 0.754707, 0.998926, -10.042547]"
M2H,"{""tau"": 0.0}",1,500001,outer,M2K,8,88,52,12,-9809.40204163491,-9809.402041558726,7.618473318871111e-08,0,1,8,88,88,-2233.6097222956314,-2233.6098746883717,2016,1.5,16.3,cold,extra,extra,,,"[3.066061, 1.427922, 2.251876, 0.106419, 0.827961, 0.886126, 0.401248, -0.279403]","[3.066051, 1.427931, 2.251858, 0.106419, 0.827968, 0.886098, 0.401273, -0.279404]"
M2H,"{""tau"": 0.0}",1,500001,outer,M2S,8,88,52,12,-9810.859122366226,-9810.859122077081,2.891447365982458e-07,0,1,8,88,87,-2233.276246832243,-2233.2758593948042,2016,67.9,690.3,cold,extra,extra,,,"[3.003228, 1.431008, 2.028348, 0.158784, 0.754708, 0.998924, -10.603947]","[3.00322, 1.431026, 2.028347, 0.158782, 0.754707, 0.998924, -10.762467]"
M2H,"{""tau"": 0.0}",1,500001,outer,M3,8,88,52,12,-10074.143536768175,-10074.142715842923,0.0008209252519009169,0,1,8,88,88,-2289.699237209892,-2289.6991340529926,2016,2.5,26.0,cold,challenge,challenge,,,"[1.99967, 36501.846113, -0.962334, -2.359979, 3.401902, 0.896678, 0.76662]","[1.999759, 51426.478293, -0.962334, -2.359838, 3.401759, 0.896696, 0.766621]"
M2H,"{""tau"": 0.0}",1,500001,outer,M3H,8,88,52,12,-10148.299116598493,-10144.717007132433,3.5821094660605013,1,1,8,88,1,-2310.0309239190474,-2309.735249535363,2016,264.8,2592.6,cold,challenge,challenge,,,"[-0.90306, -19.206249, 0.644753, 2.728253, 0.932015, 2.50814, -0.287712, -25.360498]","[-0.859243, -104.873171, 0.616784, 222.549457, 1.311178, 2.986806, -0.262352, -156.540126]"
M2H,"{""tau"": 0.0}",1,500001,outer,M3L,8,88,52,12,-10148.299116853177,-10148.299116430917,4.222602001391351e-07,0,1,8,88,88,-2310.0313368382594,-2310.0309657520584,2016,1.8,17.2,cold,extra,extra,,,"[-0.903054, -18.863947, 0.644747, 2.728253, 0.932016, 2.508127, -0.287711, -4.792839]","[-0.903063, -19.563873, 0.644754, 2.728297, 0.932006, 2.508133, -0.287712, -4.679541]"
M2H,"{""tau"": 0.0}",1,500001,outer,M3V,8,88,52,12,-9939.291725207406,-9939.291725207406,0.0,0,1,8,88,88,-2264.4417768845487,-2264.4417768845487,2016,1.4,13.7,cold,cold,cold:pipeline,,,"[-0.921713, -20.62453, 0.658839, 2.90684, 0.813752, 2.405741, -0.61639, -0.240766]","[-0.921713, -20.62453, 0.658839, 2.90684, 0.813752, 2.405741, -0.61639, -0.240766]"
M2H,"{""tau"": 0.0}",2,500002,inner,M2B,4,84,38,14,-7149.365941867206,-7149.365941867183,2.2737367544323206e-11,0,1,4,84,84,-2649.4585284810296,-2649.4585240497613,2352,0.1,2.5,cold,extra,extra,0,84,"[2.998889, 1.533041, 2.027541, 0.167314, 0.752084, 1.012051]","[2.998889, 1.533041, 2.027541, 0.167314, 0.752084, 1.012051]"
